user_id,age,gender,occupation,smoking_status,pet_status,sleep_schedule,cleanliness,budget_min,budget_max,roommate_gender_pref,pref_smoking
1210,27,MALE,Teacher,NON_SMOKER,HAS_PETS,NIGHT_OWL,4,3498,6094,MALE,NOT_ALLOWED
1211,25,FEMALE,Freelancer,SMOKER,HAS_PETS,EARLY_BIRD,5,2320,2867,FEMALE,NOT_ALLOWED
1212,24,FEMALE,Engineer,NON_SMOKER,NO_PETS,NIGHT_OWL,5,3278,5651,ANY,NOT_ALLOWED
1213,31,MALE,Doctor,SMOKER,HAS_PETS,EARLY_BIRD,2,2104,3956,FEMALE,NOT_ALLOWED
1214,18,FEMALE,Freelancer,SMOKER,HAS_PETS,NIGHT_OWL,2,1562,2666,ANY,ALLOWED
1215,19,FEMALE,Doctor,NON_SMOKER,HAS_PETS,EARLY_BIRD,5,3617,5530,MALE,NOT_ALLOWED
1216,31,MALE,Engineer,SMOKER,NO_PETS,EARLY_BIRD,2,1806,4329,ANY,NOT_ALLOWED
1217,27,MALE,Student,SMOKER,NO_PETS,NIGHT_OWL,3,3265,5517,ANY,ALLOWED
1218,34,MALE,Engineer,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,3043,3778,ANY,NOT_ALLOWED
1219,31,MALE,Freelancer,NON_SMOKER,NO_PETS,NIGHT_OWL,3,3133,3899,ANY,NOT_ALLOWED
1220,24,MALE,Freelancer,SMOKER,NO_PETS,NIGHT_OWL,1,3088,4145,FEMALE,NOT_ALLOWED
1221,29,MALE,Designer,NON_SMOKER,NO_PETS,NIGHT_OWL,4,2063,3639,ANY,ALLOWED
1222,31,MALE,Designer,NON_SMOKER,NO_PETS,EARLY_BIRD,2,3249,4539,ANY,ALLOWED
1223,32,FEMALE,Designer,SMOKER,HAS_PETS,EARLY_BIRD,1,2040,3853,MALE,NOT_ALLOWED
1224,28,MALE,Student,NON_SMOKER,HAS_PETS,EARLY_BIRD,5,3997,5253,FEMALE,NOT_ALLOWED
1225,31,MALE,Engineer,SMOKER,NO_PETS,NIGHT_OWL,4,2510,4404,FEMALE,NOT_ALLOWED
1226,23,MALE,Designer,NON_SMOKER,NO_PETS,EARLY_BIRD,3,3729,4817,FEMALE,NOT_ALLOWED
1227,23,FEMALE,Teacher,SMOKER,HAS_PETS,NIGHT_OWL,2,2114,2812,FEMALE,NOT_ALLOWED
1228,23,MALE,Engineer,SMOKER,HAS_PETS,NIGHT_OWL,1,3064,4827,ANY,NOT_ALLOWED
1229,24,FEMALE,Engineer,SMOKER,HAS_PETS,NIGHT_OWL,3,2200,3862,MALE,NOT_ALLOWED
1230,24,FEMALE,Engineer,SMOKER,NO_PETS,EARLY_BIRD,3,3962,6529,MALE,NOT_ALLOWED
1231,29,MALE,Designer,SMOKER,HAS_PETS,NIGHT_OWL,3,3844,4547,ANY,NOT_ALLOWED
1232,19,MALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,1,1501,3582,ANY,NOT_ALLOWED
1233,28,FEMALE,Engineer,SMOKER,NO_PETS,EARLY_BIRD,1,3464,4468,ANY,NOT_ALLOWED
1234,24,FEMALE,Doctor,NON_SMOKER,NO_PETS,NIGHT_OWL,2,3316,4395,ANY,NOT_ALLOWED
1235,20,MALE,Engineer,NON_SMOKER,HAS_PETS,NIGHT_OWL,1,2982,4407,MALE,NOT_ALLOWED
1236,31,MALE,Freelancer,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,3633,4176,ANY,NOT_ALLOWED
1237,23,MALE,Engineer,SMOKER,HAS_PETS,NIGHT_OWL,3,1967,4139,ANY,NOT_ALLOWED
1238,19,MALE,Designer,SMOKER,NO_PETS,EARLY_BIRD,5,1782,2783,ANY,NOT_ALLOWED
1239,31,MALE,Designer,SMOKER,HAS_PETS,NIGHT_OWL,2,3044,4368,FEMALE,NOT_ALLOWED
1240,32,FEMALE,Student,NON_SMOKER,NO_PETS,EARLY_BIRD,5,2546,4937,FEMALE,NOT_ALLOWED
1241,26,MALE,Doctor,NON_SMOKER,NO_PETS,NIGHT_OWL,3,3526,5968,FEMALE,ALLOWED
1242,28,FEMALE,Designer,SMOKER,NO_PETS,NIGHT_OWL,4,3995,5601,ANY,ALLOWED
1243,35,MALE,Designer,NON_SMOKER,NO_PETS,EARLY_BIRD,3,2277,3680,MALE,NOT_ALLOWED
1244,20,FEMALE,Freelancer,NON_SMOKER,NO_PETS,EARLY_BIRD,5,2169,5112,MALE,NOT_ALLOWED
1245,32,FEMALE,Teacher,NON_SMOKER,NO_PETS,NIGHT_OWL,2,1680,4228,FEMALE,ALLOWED
1246,25,FEMALE,Student,NON_SMOKER,NO_PETS,EARLY_BIRD,2,3715,5353,ANY,NOT_ALLOWED
1247,21,MALE,Freelancer,SMOKER,NO_PETS,EARLY_BIRD,5,2503,3497,MALE,ALLOWED
1248,32,MALE,Engineer,NON_SMOKER,HAS_PETS,NIGHT_OWL,4,2880,5456,ANY,NOT_ALLOWED
1249,22,FEMALE,Engineer,SMOKER,NO_PETS,NIGHT_OWL,1,3884,6136,MALE,ALLOWED
1250,32,MALE,Doctor,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,2072,3582,ANY,NOT_ALLOWED
1251,18,FEMALE,Freelancer,SMOKER,HAS_PETS,NIGHT_OWL,4,2692,5360,ANY,ALLOWED
1252,18,MALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,3,2917,5211,FEMALE,NOT_ALLOWED
1253,19,MALE,Engineer,SMOKER,NO_PETS,EARLY_BIRD,1,1890,4377,FEMALE,ALLOWED
1254,35,MALE,Doctor,SMOKER,HAS_PETS,NIGHT_OWL,4,2496,5247,MALE,ALLOWED
1255,28,MALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,3,3255,4988,ANY,NOT_ALLOWED
1256,27,FEMALE,Student,SMOKER,NO_PETS,NIGHT_OWL,2,1999,4148,FEMALE,NOT_ALLOWED
1257,25,MALE,Teacher,SMOKER,HAS_PETS,NIGHT_OWL,2,3533,4518,ANY,NOT_ALLOWED
1258,32,FEMALE,Teacher,NON_SMOKER,NO_PETS,EARLY_BIRD,4,3354,4192,MALE,NOT_ALLOWED
1259,31,MALE,Student,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,3584,4940,MALE,NOT_ALLOWED
1260,29,MALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,2,2966,5744,FEMALE,NOT_ALLOWED
1261,34,FEMALE,Student,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,3345,4216,ANY,NOT_ALLOWED
1262,27,MALE,Teacher,NON_SMOKER,NO_PETS,EARLY_BIRD,2,2861,4163,FEMALE,NOT_ALLOWED
1263,27,FEMALE,Engineer,SMOKER,HAS_PETS,EARLY_BIRD,5,3378,4843,FEMALE,ALLOWED
1264,18,MALE,Designer,SMOKER,NO_PETS,NIGHT_OWL,4,2697,4669,MALE,ALLOWED
1265,27,FEMALE,Doctor,NON_SMOKER,NO_PETS,NIGHT_OWL,5,3447,3953,ANY,NOT_ALLOWED
1266,18,FEMALE,Student,SMOKER,NO_PETS,NIGHT_OWL,3,3144,5359,MALE,NOT_ALLOWED
1267,21,MALE,Engineer,NON_SMOKER,HAS_PETS,EARLY_BIRD,4,3582,5533,ANY,ALLOWED
1268,29,FEMALE,Doctor,NON_SMOKER,NO_PETS,NIGHT_OWL,3,3984,5628,ANY,ALLOWED
1269,27,FEMALE,Doctor,SMOKER,NO_PETS,EARLY_BIRD,4,2634,3323,ANY,NOT_ALLOWED
1270,26,FEMALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,3,2093,3309,MALE,ALLOWED
1271,25,MALE,Doctor,NON_SMOKER,NO_PETS,NIGHT_OWL,4,2464,3540,MALE,NOT_ALLOWED
1272,19,FEMALE,Student,NON_SMOKER,NO_PETS,EARLY_BIRD,5,3914,5801,ANY,NOT_ALLOWED
1273,28,MALE,Freelancer,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,2418,3239,FEMALE,NOT_ALLOWED
1274,30,FEMALE,Student,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,3823,6475,MALE,NOT_ALLOWED
1275,35,MALE,Engineer,NON_SMOKER,NO_PETS,NIGHT_OWL,1,1784,2547,MALE,NOT_ALLOWED
1276,34,MALE,Student,NON_SMOKER,NO_PETS,NIGHT_OWL,3,2294,5171,ANY,NOT_ALLOWED
1277,23,MALE,Doctor,SMOKER,NO_PETS,EARLY_BIRD,2,3397,5379,ANY,NOT_ALLOWED
1278,26,MALE,Teacher,NON_SMOKER,NO_PETS,NIGHT_OWL,2,2661,3278,MALE,ALLOWED
1279,33,FEMALE,Student,SMOKER,HAS_PETS,NIGHT_OWL,3,3164,4492,FEMALE,ALLOWED
1280,30,FEMALE,Freelancer,NON_SMOKER,HAS_PETS,NIGHT_OWL,4,2722,3783,MALE,ALLOWED
1281,24,FEMALE,Freelancer,NON_SMOKER,HAS_PETS,EARLY_BIRD,5,3227,5108,MALE,NOT_ALLOWED
1282,33,MALE,Engineer,SMOKER,NO_PETS,EARLY_BIRD,1,1854,2998,ANY,ALLOWED
1283,28,MALE,Student,SMOKER,NO_PETS,EARLY_BIRD,2,3095,5632,MALE,NOT_ALLOWED
1284,22,MALE,Designer,SMOKER,NO_PETS,NIGHT_OWL,3,2852,4733,FEMALE,NOT_ALLOWED
1285,22,MALE,Engineer,NON_SMOKER,NO_PETS,NIGHT_OWL,1,2528,4896,FEMALE,NOT_ALLOWED
1286,30,FEMALE,Freelancer,NON_SMOKER,NO_PETS,NIGHT_OWL,2,2658,4131,MALE,NOT_ALLOWED
1287,26,MALE,Engineer,NON_SMOKER,NO_PETS,NIGHT_OWL,2,2386,5119,ANY,ALLOWED
1288,28,FEMALE,Freelancer,NON_SMOKER,HAS_PETS,EARLY_BIRD,5,2438,2984,FEMALE,NOT_ALLOWED
1289,30,FEMALE,Engineer,SMOKER,HAS_PETS,EARLY_BIRD,3,3936,4554,MALE,NOT_ALLOWED
1290,26,FEMALE,Freelancer,NON_SMOKER,HAS_PETS,NIGHT_OWL,5,2003,3324,MALE,NOT_ALLOWED
1291,32,MALE,Freelancer,SMOKER,HAS_PETS,NIGHT_OWL,4,1580,2713,FEMALE,ALLOWED
1292,20,MALE,Designer,NON_SMOKER,NO_PETS,NIGHT_OWL,2,3933,6501,ANY,ALLOWED
1293,23,FEMALE,Engineer,SMOKER,HAS_PETS,EARLY_BIRD,1,3051,4913,FEMALE,NOT_ALLOWED
1294,19,MALE,Engineer,SMOKER,HAS_PETS,NIGHT_OWL,2,2719,3514,FEMALE,ALLOWED
1295,23,FEMALE,Engineer,SMOKER,NO_PETS,NIGHT_OWL,4,1810,3233,FEMALE,ALLOWED
1296,32,MALE,Engineer,SMOKER,HAS_PETS,NIGHT_OWL,4,1525,2727,ANY,NOT_ALLOWED
1297,33,MALE,Doctor,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,3692,5278,FEMALE,NOT_ALLOWED
1298,30,MALE,Doctor,NON_SMOKER,NO_PETS,EARLY_BIRD,4,2157,3199,FEMALE,NOT_ALLOWED
1299,35,MALE,Student,NON_SMOKER,HAS_PETS,EARLY_BIRD,2,1602,2836,MALE,ALLOWED
1300,23,FEMALE,Designer,NON_SMOKER,NO_PETS,EARLY_BIRD,2,1762,3174,ANY,NOT_ALLOWED
1301,21,FEMALE,Teacher,SMOKER,NO_PETS,NIGHT_OWL,2,3097,4984,MALE,NOT_ALLOWED
1302,27,MALE,Freelancer,SMOKER,NO_PETS,EARLY_BIRD,5,2456,3562,MALE,NOT_ALLOWED
1303,27,FEMALE,Teacher,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,3892,5474,MALE,NOT_ALLOWED
1304,31,FEMALE,Student,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,2336,3895,MALE,ALLOWED
1305,18,FEMALE,Engineer,SMOKER,HAS_PETS,EARLY_BIRD,1,2843,3737,ANY,ALLOWED
1306,32,MALE,Designer,SMOKER,HAS_PETS,NIGHT_OWL,4,2408,5120,MALE,NOT_ALLOWED
1307,24,FEMALE,Freelancer,SMOKER,NO_PETS,EARLY_BIRD,1,3259,5014,ANY,NOT_ALLOWED
1308,33,FEMALE,Student,SMOKER,NO_PETS,EARLY_BIRD,5,3285,6162,FEMALE,NOT_ALLOWED
1309,21,FEMALE,Freelancer,SMOKER,HAS_PETS,EARLY_BIRD,3,3847,4476,MALE,NOT_ALLOWED
1310,21,FEMALE,Designer,NON_SMOKER,NO_PETS,EARLY_BIRD,1,2692,4844,FEMALE,NOT_ALLOWED
1311,34,FEMALE,Designer,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,2106,4317,MALE,ALLOWED
1312,21,FEMALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,2,3602,6109,MALE,NOT_ALLOWED
1313,33,MALE,Freelancer,SMOKER,NO_PETS,EARLY_BIRD,2,1908,4643,FEMALE,NOT_ALLOWED
1314,24,FEMALE,Doctor,SMOKER,HAS_PETS,EARLY_BIRD,4,2716,3565,ANY,NOT_ALLOWED
1315,28,FEMALE,Engineer,SMOKER,NO_PETS,EARLY_BIRD,3,3568,4098,ANY,NOT_ALLOWED
1316,34,MALE,Designer,SMOKER,NO_PETS,EARLY_BIRD,5,1635,3770,ANY,NOT_ALLOWED
1317,22,FEMALE,Teacher,SMOKER,HAS_PETS,EARLY_BIRD,4,3923,6668,MALE,NOT_ALLOWED
1318,26,FEMALE,Student,NON_SMOKER,NO_PETS,EARLY_BIRD,5,2659,4881,FEMALE,NOT_ALLOWED
1319,25,MALE,Engineer,SMOKER,HAS_PETS,NIGHT_OWL,4,3515,4335,FEMALE,NOT_ALLOWED
1320,33,FEMALE,Designer,SMOKER,HAS_PETS,NIGHT_OWL,2,2844,4626,MALE,ALLOWED
1321,23,MALE,Student,NON_SMOKER,HAS_PETS,NIGHT_OWL,4,3843,4851,FEMALE,NOT_ALLOWED
1322,19,FEMALE,Teacher,SMOKER,HAS_PETS,NIGHT_OWL,1,2838,5302,MALE,NOT_ALLOWED
1323,22,FEMALE,Designer,SMOKER,NO_PETS,EARLY_BIRD,4,2859,3513,MALE,ALLOWED
1324,27,FEMALE,Designer,NON_SMOKER,HAS_PETS,NIGHT_OWL,5,3164,5777,ANY,ALLOWED
1325,31,MALE,Engineer,NON_SMOKER,NO_PETS,EARLY_BIRD,3,2597,4797,FEMALE,NOT_ALLOWED
1326,20,FEMALE,Student,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,3930,6572,FEMALE,NOT_ALLOWED
1327,31,FEMALE,Freelancer,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,3074,5642,MALE,ALLOWED
1328,22,FEMALE,Engineer,NON_SMOKER,NO_PETS,NIGHT_OWL,4,1549,2302,FEMALE,ALLOWED
1329,30,MALE,Engineer,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,1953,3973,MALE,NOT_ALLOWED
1330,22,FEMALE,Teacher,SMOKER,HAS_PETS,NIGHT_OWL,5,2256,5152,ANY,NOT_ALLOWED
1331,24,FEMALE,Teacher,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,1817,4386,FEMALE,NOT_ALLOWED
1332,18,FEMALE,Student,SMOKER,NO_PETS,NIGHT_OWL,4,3939,5371,ANY,NOT_ALLOWED
1333,19,MALE,Freelancer,SMOKER,HAS_PETS,NIGHT_OWL,1,3547,4595,FEMALE,NOT_ALLOWED
1334,24,FEMALE,Teacher,NON_SMOKER,NO_PETS,EARLY_BIRD,2,2351,3400,FEMALE,NOT_ALLOWED
1335,31,FEMALE,Teacher,SMOKER,HAS_PETS,NIGHT_OWL,4,1763,2338,ANY,NOT_ALLOWED
1336,28,FEMALE,Doctor,SMOKER,NO_PETS,EARLY_BIRD,4,3636,6010,MALE,NOT_ALLOWED
1337,29,FEMALE,Teacher,SMOKER,HAS_PETS,EARLY_BIRD,2,2117,4505,ANY,NOT_ALLOWED
1338,27,MALE,Designer,SMOKER,NO_PETS,NIGHT_OWL,5,1601,3896,FEMALE,NOT_ALLOWED
1339,32,FEMALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,5,2572,4119,ANY,NOT_ALLOWED
1340,28,MALE,Teacher,SMOKER,HAS_PETS,NIGHT_OWL,4,1769,2779,ANY,NOT_ALLOWED
1341,33,MALE,Student,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,2458,3113,MALE,ALLOWED
1342,35,FEMALE,Doctor,SMOKER,NO_PETS,NIGHT_OWL,2,2315,5211,MALE,NOT_ALLOWED
1343,32,MALE,Engineer,NON_SMOKER,NO_PETS,EARLY_BIRD,1,1521,2605,MALE,NOT_ALLOWED
1344,30,MALE,Student,NON_SMOKER,NO_PETS,EARLY_BIRD,3,1621,2703,ANY,NOT_ALLOWED
1345,25,MALE,Student,SMOKER,NO_PETS,EARLY_BIRD,3,3783,6385,FEMALE,NOT_ALLOWED
1346,27,MALE,Teacher,NON_SMOKER,NO_PETS,NIGHT_OWL,1,1682,3314,MALE,NOT_ALLOWED
1347,23,MALE,Student,NON_SMOKER,NO_PETS,NIGHT_OWL,4,1861,4567,FEMALE,NOT_ALLOWED
1348,33,FEMALE,Teacher,SMOKER,NO_PETS,NIGHT_OWL,5,1769,3201,ANY,NOT_ALLOWED
1349,25,MALE,Designer,NON_SMOKER,HAS_PETS,NIGHT_OWL,1,3007,5093,MALE,NOT_ALLOWED
1350,24,MALE,Designer,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,3648,5970,FEMALE,NOT_ALLOWED
1351,35,FEMALE,Designer,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,2515,3238,FEMALE,NOT_ALLOWED
1352,34,FEMALE,Freelancer,SMOKER,HAS_PETS,EARLY_BIRD,4,3857,6566,ANY,ALLOWED
1353,33,MALE,Designer,SMOKER,NO_PETS,NIGHT_OWL,3,3808,5744,FEMALE,ALLOWED
1354,35,FEMALE,Designer,SMOKER,NO_PETS,EARLY_BIRD,2,2225,3624,FEMALE,NOT_ALLOWED
1355,22,MALE,Engineer,NON_SMOKER,HAS_PETS,NIGHT_OWL,4,2655,5119,ANY,ALLOWED
1356,26,MALE,Designer,SMOKER,HAS_PETS,EARLY_BIRD,1,2815,3739,MALE,NOT_ALLOWED
1357,30,FEMALE,Engineer,NON_SMOKER,NO_PETS,EARLY_BIRD,4,3038,4114,MALE,NOT_ALLOWED
1358,32,FEMALE,Engineer,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,3386,4888,MALE,ALLOWED
1359,18,MALE,Engineer,NON_SMOKER,NO_PETS,EARLY_BIRD,1,3662,5307,FEMALE,ALLOWED
1360,29,MALE,Doctor,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,2929,3885,FEMALE,NOT_ALLOWED
1361,31,MALE,Doctor,SMOKER,NO_PETS,EARLY_BIRD,2,2436,3089,MALE,NOT_ALLOWED
1362,20,FEMALE,Doctor,SMOKER,NO_PETS,EARLY_BIRD,1,1603,2250,ANY,NOT_ALLOWED
1363,31,MALE,Doctor,SMOKER,HAS_PETS,NIGHT_OWL,2,2013,3043,MALE,NOT_ALLOWED
1364,33,MALE,Designer,SMOKER,HAS_PETS,EARLY_BIRD,1,2392,4757,FEMALE,NOT_ALLOWED
1365,28,MALE,Designer,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,3239,4024,MALE,NOT_ALLOWED
1366,29,FEMALE,Engineer,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,3611,4548,ANY,NOT_ALLOWED
1367,26,MALE,Teacher,NON_SMOKER,NO_PETS,EARLY_BIRD,3,3828,4843,ANY,NOT_ALLOWED
1368,24,MALE,Engineer,NON_SMOKER,HAS_PETS,NIGHT_OWL,1,3227,6069,FEMALE,NOT_ALLOWED
1369,21,MALE,Teacher,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,3424,5683,FEMALE,NOT_ALLOWED
1370,31,MALE,Engineer,NON_SMOKER,NO_PETS,EARLY_BIRD,5,2656,3195,MALE,NOT_ALLOWED
1371,24,FEMALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,2,3486,5199,ANY,ALLOWED
1372,25,FEMALE,Student,SMOKER,NO_PETS,EARLY_BIRD,4,3981,5448,FEMALE,NOT_ALLOWED
1373,35,MALE,Engineer,SMOKER,NO_PETS,NIGHT_OWL,2,3877,6482,FEMALE,NOT_ALLOWED
1374,21,FEMALE,Teacher,NON_SMOKER,NO_PETS,NIGHT_OWL,3,2855,4005,FEMALE,NOT_ALLOWED
1375,31,FEMALE,Designer,NON_SMOKER,NO_PETS,EARLY_BIRD,4,2726,5401,MALE,NOT_ALLOWED
1376,18,MALE,Freelancer,SMOKER,HAS_PETS,NIGHT_OWL,5,3474,5166,MALE,NOT_ALLOWED
1377,20,MALE,Doctor,NON_SMOKER,NO_PETS,EARLY_BIRD,2,3415,5677,MALE,NOT_ALLOWED
1378,20,FEMALE,Student,SMOKER,NO_PETS,NIGHT_OWL,4,2807,3922,MALE,ALLOWED
1379,27,MALE,Designer,SMOKER,HAS_PETS,NIGHT_OWL,5,1852,2824,MALE,NOT_ALLOWED
1380,27,MALE,Freelancer,SMOKER,HAS_PETS,EARLY_BIRD,2,1682,4645,MALE,ALLOWED
1381,33,MALE,Engineer,NON_SMOKER,NO_PETS,EARLY_BIRD,4,3742,6279,MALE,NOT_ALLOWED
1382,22,MALE,Teacher,SMOKER,HAS_PETS,NIGHT_OWL,1,3109,4712,MALE,NOT_ALLOWED
1383,29,FEMALE,Engineer,SMOKER,NO_PETS,EARLY_BIRD,1,2207,3859,ANY,NOT_ALLOWED
1384,26,MALE,Engineer,NON_SMOKER,HAS_PETS,EARLY_BIRD,5,3436,4012,MALE,ALLOWED
1385,19,MALE,Student,NON_SMOKER,NO_PETS,NIGHT_OWL,3,3826,6180,MALE,NOT_ALLOWED
1386,22,FEMALE,Doctor,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,3920,6911,FEMALE,NOT_ALLOWED
1387,25,MALE,Freelancer,NON_SMOKER,NO_PETS,EARLY_BIRD,3,2049,3310,FEMALE,NOT_ALLOWED
1388,29,MALE,Designer,SMOKER,HAS_PETS,EARLY_BIRD,4,1661,2993,ANY,NOT_ALLOWED
1389,27,FEMALE,Designer,NON_SMOKER,HAS_PETS,EARLY_BIRD,4,3490,5539,FEMALE,ALLOWED
1390,32,MALE,Student,SMOKER,NO_PETS,NIGHT_OWL,1,2188,4489,MALE,ALLOWED
1391,34,MALE,Teacher,SMOKER,NO_PETS,EARLY_BIRD,1,1770,3573,MALE,NOT_ALLOWED
1392,28,FEMALE,Student,NON_SMOKER,HAS_PETS,EARLY_BIRD,1,3350,5252,FEMALE,NOT_ALLOWED
1393,22,MALE,Student,NON_SMOKER,NO_PETS,EARLY_BIRD,4,1611,2575,FEMALE,NOT_ALLOWED
1394,18,MALE,Engineer,SMOKER,NO_PETS,EARLY_BIRD,2,1780,2784,MALE,NOT_ALLOWED
1395,24,FEMALE,Freelancer,NON_SMOKER,HAS_PETS,EARLY_BIRD,5,2712,4778,ANY,NOT_ALLOWED
1396,24,MALE,Teacher,NON_SMOKER,NO_PETS,EARLY_BIRD,4,1696,4655,FEMALE,NOT_ALLOWED
1397,25,MALE,Student,SMOKER,NO_PETS,NIGHT_OWL,1,2140,4159,FEMALE,NOT_ALLOWED
1398,24,FEMALE,Engineer,SMOKER,NO_PETS,NIGHT_OWL,5,2031,3754,FEMALE,NOT_ALLOWED
1399,19,FEMALE,Doctor,NON_SMOKER,NO_PETS,EARLY_BIRD,4,2430,3572,FEMALE,NOT_ALLOWED
1400,34,FEMALE,Student,NON_SMOKER,NO_PETS,NIGHT_OWL,1,2495,4136,FEMALE,NOT_ALLOWED
1401,34,FEMALE,Doctor,NON_SMOKER,NO_PETS,NIGHT_OWL,2,1792,2512,ANY,NOT_ALLOWED
1402,25,FEMALE,Designer,NON_SMOKER,NO_PETS,NIGHT_OWL,1,3532,4607,ANY,NOT_ALLOWED
1403,27,FEMALE,Student,NON_SMOKER,NO_PETS,EARLY_BIRD,4,1744,4020,ANY,NOT_ALLOWED
1404,29,FEMALE,Student,SMOKER,HAS_PETS,EARLY_BIRD,4,3546,5559,FEMALE,ALLOWED
1405,25,MALE,Student,NON_SMOKER,NO_PETS,NIGHT_OWL,4,1689,3634,MALE,NOT_ALLOWED
1406,33,FEMALE,Doctor,SMOKER,HAS_PETS,EARLY_BIRD,4,2283,4345,ANY,ALLOWED
1407,34,MALE,Doctor,NON_SMOKER,HAS_PETS,NIGHT_OWL,2,2304,4055,FEMALE,ALLOWED
1408,24,FEMALE,Engineer,NON_SMOKER,NO_PETS,EARLY_BIRD,1,2592,3703,ANY,NOT_ALLOWED
1409,32,MALE,Designer,SMOKER,HAS_PETS,EARLY_BIRD,2,1812,4064,MALE,ALLOWED
1410,19,FEMALE,Freelancer,SMOKER,HAS_PETS,EARLY_BIRD,1,3594,5229,FEMALE,NOT_ALLOWED
1411,28,MALE,Student,SMOKER,HAS_PETS,EARLY_BIRD,5,1847,3583,FEMALE,NOT_ALLOWED
1412,20,FEMALE,Engineer,NON_SMOKER,NO_PETS,EARLY_BIRD,3,3851,5366,ANY,NOT_ALLOWED
1413,30,FEMALE,Designer,SMOKER,NO_PETS,EARLY_BIRD,4,2210,4410,ANY,NOT_ALLOWED
1414,32,FEMALE,Doctor,NON_SMOKER,HAS_PETS,EARLY_BIRD,3,2736,5617,FEMALE,ALLOWED
1415,30,FEMALE,Teacher,SMOKER,HAS_PETS,EARLY_BIRD,4,2362,3097,FEMALE,NOT_ALLOWED
1416,25,MALE,Teacher,SMOKER,NO_PETS,NIGHT_OWL,5,2105,3028,ANY,NOT_ALLOWED
1417,34,FEMALE,Student,SMOKER,NO_PETS,NIGHT_OWL,3,2668,5492,MALE,NOT_ALLOWED
1418,31,MALE,Teacher,NON_SMOKER,NO_PETS,EARLY_BIRD,4,2566,4818,FEMALE,ALLOWED
1419,31,FEMALE,Doctor,SMOKER,HAS_PETS,NIGHT_OWL,4,1923,4116,MALE,NOT_ALLOWED
1420,31,MALE,Engineer,NON_SMOKER,HAS_PETS,EARLY_BIRD,4,2497,3112,FEMALE,NOT_ALLOWED
1421,34,FEMALE,Freelancer,SMOKER,NO_PETS,EARLY_BIRD,3,1619,2596,ANY,NOT_ALLOWED
1422,31,MALE,Student,SMOKER,NO_PETS,NIGHT_OWL,3,2409,4239,FEMALE,NOT_ALLOWED
1423,28,MALE,Student,NON_SMOKER,HAS_PETS,NIGHT_OWL,3,2405,5324,ANY,ALLOWED
1424,32,FEMALE,Teacher,SMOKER,NO_PETS,NIGHT_OWL,1,2900,5733,ANY,NOT_ALLOWED
1425,23,MALE,Doctor,SMOKER,NO_PETS,EARLY_BIRD,5,2249,4290,FEMALE,NOT_ALLOWED
1426,18,MALE,Student,NON_SMOKER,HAS_PETS,EARLY_BIRD,4,3689,4939,FEMALE,NOT_ALLOWED
1427,22,FEMALE,Student,NON_SMOKER,NO_PETS,NIGHT_OWL,2,2595,3912,ANY,NOT_ALLOWED
1428,22,MALE,Teacher,NON_SMOKER,HAS_PETS,EARLY_BIRD,4,2541,5444,MALE,ALLOWED
1429,32,MALE,Student,SMOKER,NO_PETS,NIGHT_OWL,5,3732,6352,ANY,NOT_ALLOWED
1430,20,FEMALE,Engineer,SMOKER,NO_PETS,NIGHT_OWL,1,3858,5130,MALE,NOT_ALLOWED
1431,20,MALE,Designer,SMOKER,HAS_PETS,EARLY_BIRD,2,2474,3616,MALE,NOT_ALLOWED
1432,21,MALE,Student,SMOKER,NO_PETS,EARLY_BIRD,1,3214,4501,FEMALE,NOT_ALLOWED
1433,32,FEMALE,Freelancer,NON_SMOKER,HAS_PETS,NIGHT_OWL,5,2109,3640,FEMALE,ALLOWED
